Operating permit number,Address,Mechanical system type,Current system status,Permit renewal date,Voluntary participant,Date of most recent report,Legionella pneumophila,Marker colour,Escherichia coli,Turbidity,Temperature,Total Suspended Solids,Benzene,Toluene,Ethylbenzene,Xylenes Total,EOCP certification number,Geom,Geo Local Area,Water quality reports link,geo_point_2d
OP-2020-00112,"2635 LAUREL STREET, Vancouver, BC",Cooling Tower,Active,3/8/2026,N,2/19/2025,0,blue,,,,,,,,,1001332,"{""coordinates"":[-123.1254262,49.2620801],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00112,"49.2620801, -123.1254262"
OP-2020-00119,"1961 COLLINGWOOD STREET, Vancouver, BC V6R 3K6",Cooling Tower,Active,1/20/2026,N,12/3/2024,0,blue,,,,,,,,,ASSE 50116,"{""coordinates"":[-123.1822909,49.2688249],""type"":""Point""}",Kitsilano,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00119,"49.2688249, -123.1822909"
OP-2020-00127,"1128 ALBERNI STREET, Vancouver, BC V6E 4R6",Cooling Tower,Inactive,1/21/2026,N,11/1/2024,,blue,,,,,,,,,1001336,"{""coordinates"":[-123.124982,49.2857241],""type"":""Point""}",West End,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00127,"49.2857241, -123.124982"
OP-2020-00136,"865 HORNBY STREET, Vancouver, BC",Cooling Tower,Inactive,1/22/2026,N,10/1/2024,,blue,,,,,,,,,1001332,"{""coordinates"":[-123.1233029,49.2819955],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00136,"49.2819955, -123.1233029"
OP-2020-00146,"649 CAMBIE STREET, Vancouver, BC",Decorative Water Feature,Inactive,1/25/2026,N,10/15/2024,,blue,,,,,,,,,1001210,"{""coordinates"":[-123.1121498,49.2801315],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00146,"49.2801315, -123.1121498"
OP-2020-00122,"666 BURRARD STREET, Vancouver, BC V6C 2X8",Cooling Tower,Active,9/30/2025,N,1/31/2025,0,blue,,,,,,,,,50116,"{""coordinates"":[-123.1193112,49.2849695],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00122,"49.2849695, -123.1193112"
OP-2020-00124,"1951 GLEN DRIVE, Vancouver, BC V6A 4J6",Cooling Tower,Inactive,1/21/2026,N,11/18/2024,0,blue,,,,,,,,,1001332,"{""coordinates"":[-123.0827884,49.2673431],""type"":""Point""}",Strathcona,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00124,"49.2673431, -123.0827884"
OP-2020-00125,"1868 GLEN DRIVE, Vancouver, BC V6A 4K4",Cooling Tower,Inactive,1/21/2026,N,11/18/2024,0,blue,,,,,,,,,1001332,"{""coordinates"":[-123.080783,49.2682076],""type"":""Point""}",Strathcona,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00125,"49.2682076, -123.080783"
OP-2020-00131,"400 BURRARD STREET, Vancouver, BC V6C 3A6",Cooling Tower,Active,9/30/2025,N,2/1/2025,0,blue,,,,,,,,,50116,"{""coordinates"":[-123.1170233,49.2866198],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00131,"49.2866198, -123.1170233"
OP-2020-00134,"1111 MELVILLE STREET, Vancouver, BC V6E 3V6",Cooling Tower,Inactive,1/22/2026,N,11/20/2024,,blue,,,,,,,,,1001336,"{""coordinates"":[-123.1221046,49.2869085],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00134,"49.2869085, -123.1221046"
OP-2020-00148,"508 W 29TH AVENUE, Vancouver, BC V5Z 0G5",Cooling Tower,Inactive,6/7/2025,N,11/25/2024,,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1169501,49.2444724],""type"":""Point""}",South Cambie,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00148,"49.2444724, -123.1169501"
OP-2020-00163,"1863 ALBERNI STREET, Vancouver, BC V6G 3H8",Cooling Tower,Inactive,11/9/2025,N,11/21/2024,,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1347445,49.2927749],""type"":""Point""}",West End,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00163,"49.2927749, -123.1347445"
OP-2020-00187,"1616 BAYSHORE DRIVE, Vancouver, BC V6G 3L1",Cooling Tower,Inactive,11/9/2025,N,10/29/2024,,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1301004,49.2914086],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00187,"49.2914086, -123.1301004"
OP-2020-00192,"333 TERMINAL AVENUE, Vancouver, BC V6A 4C1",Cooling Tower,Active,11/23/2025,N,1/16/2025,0,blue,,,,,,,,,1001362,"{""coordinates"":[-123.0956859,49.2724469],""type"":""Point""}",Strathcona,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00192,"49.2724469, -123.0956859"
OP-2020-00168,"1633 ONTARIO STREET, Vancouver, BC V5Y 0C2",Rainwater Harvesting/Alternative Water Systems,Active,11/23/2025,N,2/7/2025,0,blue,0,1.5,12.8,,,,,,1001342,"{""coordinates"":[-123.1057064,49.2710677],""type"":""Point""}",Mount Pleasant,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00168,"49.2710677, -123.1057064"
OP-2020-00169,"1680 W 4TH AVENUE, Vancouver, BC V6J 0B7",Cooling Tower,Active,1/26/2026,N,1/3/2025,0,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1425304,49.2677075],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00169,"49.2677075, -123.1425304"
OP-2020-00172,"1680 W 4TH AVENUE, Vancouver, BC V6J 0B7",Cooling Tower,Active,1/26/2026,N,1/3/2025,0,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1425304,49.2677075],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00172,"49.2677075, -123.1425304"
OP-2020-00184,"1328 MARINASIDE CRESCENT, Vancouver, BC V6Z 3B3",Decorative Water Feature,Inactive,1/27/2026,N,10/31/2023,,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1213754,49.2714237],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00184,"49.2714237, -123.1213754"
OP-2020-00189,"1380 BURRARD STREET, Vancouver, BC V6Z 2H3",Cooling Tower,Active,11/16/2025,N,1/30/2025,0,blue,,,,,,,,,1001342,"{""coordinates"":[-123.1315506,49.2768557],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00189,"49.2768557, -123.1315506"
OP-2020-00193,"1005 BEACH AVENUE, Vancouver, BC V6E 3W2",Cooling Tower,Active,1/27/2026,N,11/8/2024,0,blue,,,,,,,,,1001618,"{""coordinates"":[-123.1340618,49.2769134],""type"":""Point""}",West End,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00193,"49.2769134, -123.1340618"
OP-2020-00201,"1155 W PENDER STREET, Vancouver, BC V6E 2P4",Cooling Tower,Active,1/29/2026,N,10/9/2024,0,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1216807,49.2882032],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00201,"49.2882032, -123.1216807"
OP-2020-00703,"650 W GEORGIA STREET, Vancouver, BC V6B 4N9",Cooling Tower,Active,4/29/2025,N,1/16/2025,0,blue,,,,,,,,,50103,"{""coordinates"":[-123.1180513,49.2818014],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00703,"49.2818014, -123.1180513"
OP-2020-00219,"728 W 8TH AVENUE, Vancouver, BC V5Z 0B8",Rainwater Harvesting/Alternative Water Systems,Active,11/9/2025,N,2/3/2025,,blue,0,0.1,,,,,,,1001385,"{""coordinates"":[-123.1204643,49.2639684],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00219,"49.2639684, -123.1204643"
OP-2020-00199,"851 BOUNDARY ROAD, Vancouver, BC V5K 4T2",Cooling Tower,Inactive,1/28/2026,N,9/24/2024,,blue,,,,,,,,,1001128,"{""coordinates"":[-123.0245958,49.2770771],""type"":""Point""}",Hastings-Sunrise,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00199,"49.2770771, -123.0245958"
OP-2020-00203,"8550 RIVER DISTRICT CROSSING, Vancouver, BC V1V 1V1",Cooling Tower,Active,11/16/2025,N,2/6/2025,0,blue,,,,,,,,,1001128,"{""coordinates"":[-123.0309691,49.205853],""type"":""Point""}",Killarney,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00203,"49.205853, -123.0309691"
OP-2020-00205,"510 W GEORGIA STREET, Vancouver, BC V6B 0M3",Decorative Water Feature,Inactive,5/31/2025,N,1/28/2025,0,blue,,,,,,,,,50103,"{""coordinates"":[-123.1169631,49.2811779],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00205,"49.2811779, -123.1169631"
OP-2020-00206,"510 W GEORGIA STREET, Vancouver, BC V6B 0M3",Decorative Water Feature,Active,1/29/2026,N,1/28/2025,0,blue,,,,,,,,,50103,"{""coordinates"":[-123.1169631,49.2811779],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00206,"49.2811779, -123.1169631"
OP-2020-00224,"1130 W PENDER STREET, Vancouver, BC V6E 2R9",Cooling Tower,Active,2/1/2026,N,12/12/2024,0,blue,,,,,,,,,1001342,"{""coordinates"":[-123.1216511,49.2875719],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00224,"49.2875719, -123.1216511"
OP-2020-00232,"5700 LARCH STREET, Vancouver, BC V6M 4E2",Cooling Tower,Inactive,2/1/2026,N,12/20/2024,,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1623322,49.2343984],""type"":""Point""}",Kerrisdale,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00232,"49.2343984, -123.1623322"
OP-2020-00237,"1055 RICHARDS STREET, Vancouver, BC V6B 0C2",Cooling Tower,Inactive,2/1/2026,N,12/18/2024,,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1222718,49.2775725],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00237,"49.2775725, -123.1222718"
OP-2020-00239,"188 KEEFER PLACE, Vancouver, BC V6B 0J1",Decorative Water Feature,Active,2/1/2026,N,1/21/2025,0,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1085404,49.2793853],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00239,"49.2793853, -123.1085404"
OP-2020-00244,"1111 MELVILLE STREET, Vancouver, BC V6E 3V6",Decorative Water Feature,Active,2/2/2026,N,12/12/2024,0,blue,,,,,,,,,1001336,"{""coordinates"":[-123.1221046,49.2869085],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00244,"49.2869085, -123.1221046"
OP-2020-00252,"1742 PENDRELL STREET, Vancouver, BC V6G 1T1",Building Water Treatment System,Active,2/3/2026,N,,,blue,,,,,,,,,1001356,"{""coordinates"":[-123.1402536,49.2872556],""type"":""Point""}",West End,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00252,"49.2872556, -123.1402536"
OP-2020-00256,"800 W PENDER STREET, Vancouver, BC V6C 2V6",Cooling Tower,Active,11/9/2025,N,1/14/2025,0,blue,,,,,,,,,ASSE 50103,"{""coordinates"":[-123.116245,49.2852119],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00256,"49.2852119, -123.116245"
OP-2020-00257,"885 DUNSMUIR STREET, Vancouver, BC V6C 2E7",Cooling Tower,Inactive,2/3/2025,N,10/1/2024,0,blue,,,,,,,,,50103,"{""coordinates"":[-123.1178601,49.2848767],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00257,"49.2848767, -123.1178601"
OP-2020-00297,"1200 BURRARD STREET, Vancouver, BC V6Z 2C7",Cooling Tower,Inactive,2/9/2026,N,9/23/2024,0,blue,,,,,,,,,ASSE 50116,"{""coordinates"":[-123.129286,49.278588],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00297,"49.278588, -123.129286"
OP-2020-00278,"1441 CREEKSIDE DRIVE, Vancouver, BC V6J 4S7",Cooling Tower,Active,11/13/2025,N,1/21/2025,0,blue,,,,,,,,,ASSE 50103,"{""coordinates"":[-123.1412283,49.2732304],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00278,"49.2732304, -123.1412283"
OP-2020-00280,"601 W BROADWAY, Vancouver, BC V5Z 4C2",Cooling Tower,Inactive,11/22/2025,N,11/15/2024,,blue,,,,,,,,,59863,"{""coordinates"":[-123.1185654,49.2635754],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00280,"49.2635754, -123.1185654"
OP-2020-00281,"736 GRANVILLE STREET, Vancouver, BC V6Z 1G3",Cooling Tower,Active,4/27/2025,N,2/13/2025,0,blue,,,,,,,,,1001332,"{""coordinates"":[-123.1185161,49.2818408],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00281,"49.2818408, -123.1185161"
OP-2020-00283,"485 W 8TH AVENUE, Vancouver, BC V5Y 3Z5",Cooling Tower,Inactive,2/8/2026,N,11/14/2024,0,blue,,,,,,,,,50103,"{""coordinates"":[-123.1137892,49.2643845],""type"":""Point""}",Mount Pleasant,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00283,"49.2643845, -123.1137892"
OP-2020-00285,"818 THURLOW STREET, Vancouver, BC V6E 1W2",Cooling Tower,Inactive,6/7/2025,N,11/21/2024,,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1246301,49.2840845],""type"":""Point""}",West End,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00285,"49.2840845, -123.1246301"
OP-2020-00316,"39 SMITHE STREET, Vancouver, BC",Cooling Tower,Active,2/10/2026,N,2/11/2025,,blue,,,,,,,,,1002213,"{""coordinates"":[-123.1134968,49.2757079],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00316,"49.2757079, -123.1134968"
OP-2020-00275,"1111 W GEORGIA STREET, Vancouver, BC V6E 4M3",Cooling Tower,Active,2/5/2026,N,2/10/2025,0,blue,,,,,,,,,1001342,"{""coordinates"":[-123.1233776,49.2863299],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00275,"49.2863299, -123.1233776"
OP-2020-00223,"1100 MELVILLE STREET, Vancouver, BC V6E 4A6",Cooling Tower,Active,11/16/2025,N,1/29/2025,0,blue,,,,,,,,,1001342,"{""coordinates"":[-123.1227839,49.2865933],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00223,"49.2865933, -123.1227839"
OP-2020-00222,"2411 HEATHER STREET, Vancouver, BC V5Z 0B7",Decorative Water Feature,Inactive,2/1/2026,N,11/28/2024,,blue,,,,,,,,,1001385,"{""coordinates"":[-123.1204631,49.2639864],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00222,"49.2639864, -123.1204631"
OP-2020-00233,"838 W HASTINGS STREET, Vancouver, BC V6C 1C8",Cooling Tower,Active,2/1/2026,N,2/3/2025,0,blue,,,,,,,,,1001385,"{""coordinates"":[-123.1157214,49.2861166],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00233,"49.2861166, -123.1157214"
OP-2020-00242,"773 BEATTY STREET, Vancouver, BC",Cooling Tower,Inactive,2/1/2026,N,11/21/2024,,blue,,,,,,,,,50116,"{""coordinates"":[-123.1135755,49.278196],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00242,"49.278196, -123.1135755"
OP-2020-00258,"580 HORNBY STREET, Vancouver, BC V6C 3B6",Cooling Tower,Active,2/3/2025,N,12/3/2024,0,blue,,,,,,,,,50103,"{""coordinates"":[-123.1175168,49.2850927],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00258,"49.2850927, -123.1175168"
OP-2020-00263,"1067 W CORDOVA STREET, Vancouver, BC V6C 1C7",Decorative Water Feature,Active,2/4/2026,N,1/30/2025,,blue,,,,,,,,,50116,"{""coordinates"":[-123.1179297,49.2884003],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00263,"49.2884003, -123.1179297"
OP-2020-00267,"200 GRANVILLE STREET, Vancouver, BC V6C 1S4",Cooling Tower,Active,5/21/2025,N,12/17/2024,0,blue,,,,,,,,,50103,"{""coordinates"":[-123.1123825,49.2865408],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00267,"49.2865408, -123.1123825"
OP-2020-00282,"111 E 5TH AVENUE, Vancouver, BC V5T 4L1",Cooling Tower,Active,2/8/2026,N,2/13/2025,0,blue,,,,,,,,,1001342,"{""coordinates"":[-123.1025582,49.2666957],""type"":""Point""}",Mount Pleasant,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00282,"49.2666957, -123.1025582"
OP-2020-00286,"110 SWITCHMEN STREET, Vancouver, BC V6A 0C6",Cooling Tower,Active,6/7/2025,N,1/16/2025,0,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1015179,49.2708112],""type"":""Point""}",Mount Pleasant,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00286,"49.2708112, -123.1015179"
OP-2020-00289,"168 W 1ST AVENUE, Vancouver, BC V5Y 0H6",Decorative Water Feature,Active,2/9/2026,N,1/14/2025,0,blue,,,,,,,,,1001382,"{""coordinates"":[-123.1079992,49.2699943],""type"":""Point""}",Mount Pleasant,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00289,"49.2699943, -123.1079992"
OP-2020-00291,"1120 HAMILTON STREET, Vancouver, BC",Cooling Tower,Active,2/8/2026,N,1/9/2025,0,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1213317,49.2754488],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00291,"49.2754488, -123.1213317"
OP-2020-00318,"699 CARDERO STREET, Vancouver, BC V6G 3H7",Cooling Tower,Active,11/23/2025,N,10/15/2024,0,blue,,,,,,,,,59863,"{""coordinates"":[-123.1308537,49.2912305],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00318,"49.2912305, -123.1308537"
OP-2020-00321,"1888 ALBERNI STREET, Vancouver, BC V6G 1B3",Building Water Treatment System,Active,2/12/2026,N,3/27/2020,,blue,,,,,,,,,1001380,"{""coordinates"":[-123.1359391,49.2927976],""type"":""Point""}",West End,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00321,"49.2927976, -123.1359391"
OP-2020-00324,"1550 W 15TH AVENUE, Vancouver, BC V6J 2K6",Building Water Treatment System,Active,2/12/2026,N,,,blue,,,,,,,,,1001356,"{""coordinates"":[-123.1398895,49.2577295],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00324,"49.2577295, -123.1398895"
OP-2020-00328,"699 CARDERO STREET, Vancouver, BC V6G 3H7",Decorative Water Feature,Active,11/22/2025,N,10/15/2024,0,blue,,,,,,,,,59863,"{""coordinates"":[-123.1308537,49.2912305],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00328,"49.2912305, -123.1308537"
OP-2020-00342,"738 BROUGHTON STREET, Vancouver, BC V6G 3A7",Building Water Treatment System,Active,2/16/2026,N,,,blue,,,,,,,,,1001356,"{""coordinates"":[-123.1288017,49.2881856],""type"":""Point""}",West End,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00342,"49.2881856, -123.1288017"
OP-2020-00343,"1788 W 13TH AVENUE, Vancouver, BC V6J 2H1",Building Water Treatment System,Active,2/16/2026,N,,,blue,,,,,,,,,1001356,"{""coordinates"":[-123.1455808,49.2596637],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00343,"49.2596637, -123.1455808"
OP-2020-00347,"989 NELSON STREET, Vancouver, BC V6Z 2S1",Building Water Treatment System,Active,2/16/2026,N,,,blue,,,,,,,,,1001356,"{""coordinates"":[-123.1251188,49.2810801],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00347,"49.2810801, -123.1251188"
OP-2020-00357,"995 W 7TH AVENUE, Vancouver, BC V5Z 1C4",Building Water Treatment System,Active,2/16/2026,N,,,blue,,,,,,,,,1001356,"{""coordinates"":[-123.1262432,49.2653745],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00357,"49.2653745, -123.1262432"
OP-2020-00362,"538 SMITHE STREET, Vancouver, BC V6B 0A6",Building Water Treatment System,Active,2/16/2026,N,,,blue,,,,,,,,,1001356,"{""coordinates"":[-123.1200377,49.2790262],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00362,"49.2790262, -123.1200377"
OP-2020-00292,"1132 HAMILTON STREET, Vancouver, BC V6B 2S2",Cooling Tower,Active,2/8/2026,N,1/9/2025,0,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1215179,49.2753277],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00292,"49.2753277, -123.1215179"
OP-2020-00296,"2525 WILLOW STREET, Vancouver, BC",Cooling Tower,Inactive,2/9/2026,N,10/30/2024,,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1220892,49.2630209],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00296,"49.2630209, -123.1220892"
OP-2020-00298,"2433 SPRUCE STREET, Vancouver, BC V6H 4C8",Cooling Tower,Inactive,2/9/2026,N,9/23/2024,,blue,,,,,,,,,1001342,"{""coordinates"":[-123.1294122,49.2641167],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00298,"49.2641167, -123.1294122"
OP-2020-00299,"1040 W GEORGIA STREET, Vancouver, BC V6E 4H1",Cooling Tower,Active,2/9/2026,N,12/6/2024,0,blue,,,,,,,,,ASSE 50116,"{""coordinates"":[-123.1228755,49.2851186],""type"":""Point""}",West End,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00299,"49.2851186, -123.1228755"
OP-2020-00305,"1701 W BROADWAY, Vancouver, BC V6J 1Y3",Cooling Tower,Inactive,2/9/2026,N,11/19/2024,,blue,,,,,,,,,1001448,"{""coordinates"":[-123.1437072,49.2639916],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00305,"49.2639916, -123.1437072"
OP-2020-00323,"845 HORNBY STREET, Vancouver, BC V6Z 1V1",Cooling Tower,Active,2/12/2026,N,1/14/2025,0,blue,,,,,,,,,50116,"{""coordinates"":[-123.1226581,49.2824197],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00323,"49.2824197, -123.1226581"
OP-2020-00336,"1188 HOWE STREET, Vancouver, BC V6Z 2S8",Building Water Treatment System,Active,2/16/2026,N,,,blue,,,,,,,,,1001356,"{""coordinates"":[-123.1264845,49.2778919],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00336,"49.2778919, -123.1264845"
OP-2020-00340,"1263 NICOLA STREET, Vancouver, BC V6G 2E8",Building Water Treatment System,Active,2/16/2026,N,,,blue,,,,,,,,,1001356,"{""coordinates"":[-123.1390308,49.2836834],""type"":""Point""}",West End,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00340,"49.2836834, -123.1390308"
OP-2020-00361,"63 KEEFER PLACE, Vancouver, BC V6B 6N6",Building Water Treatment System,Active,2/16/2026,N,,,blue,,,,,,,,,1001356,"{""coordinates"":[-123.1066101,49.2799281],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00361,"49.2799281, -123.1066101"
