Operating permit number,Address,Mechanical system type,Current system status,Permit renewal date,Voluntary participant,Date of most recent report,Legionella pneumophila,Marker colour,Escherichia coli,Turbidity,Temperature,Total Suspended Solids,Benzene,Toluene,Ethylbenzene,Xylenes Total,EOCP certification number,Geom,Geo Local Area,Water quality reports link,geo_point_2d
OP-2020-00773,"440 CAMBIE STREET, Vancouver, BC V6B 2N5",Cooling Tower,Inactive,6/2/2025,N,1/1/2024,,blue,,,,,,,,,50103,"{""coordinates"":[-123.1094945,49.2817167],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00773,"49.2817167, -123.1094945"
OP-2020-00775,"22 E 5TH AVENUE, Vancouver, BC V5T 1G8",Cooling Tower,Inactive,6/7/2025,N,2/13/2025,,blue,,,,,,,,,1001362,"{""coordinates"":[-123.104319,49.2662206],""type"":""Point""}",Mount Pleasant,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00775,"49.2662206, -123.104319"
OP-2020-00798,"1245 HARWOOD STREET, Vancouver, BC V6E 1S5",Decorative Water Feature,Active,6/7/2025,N,2/4/2025,0,blue,,,,,,,,,1001618,"{""coordinates"":[-123.136082,49.2811373],""type"":""Point""}",West End,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00798,"49.2811373, -123.136082"
OP-2020-00771,"788 BEATTY STREET, Vancouver, BC V6B 2M1",Cooling Tower,Inactive,6/1/2025,N,10/25/2024,,blue,,,,,,,,,1001479,"{""coordinates"":[-123.1134352,49.2775798],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00771,"49.2775798, -123.1134352"
OP-2020-00815,"2112 W BROADWAY, Vancouver, BC",Cooling Tower,Inactive,6/10/2025,N,10/4/2024,0,blue,,,,,,,,,ASSE 50103,"{""coordinates"":[-123.1533801,49.2635176],""type"":""Point""}",Kitsilano,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00815,"49.2635176, -123.1533801"
OP-2020-00823,"2507 MAPLE STREET, Vancouver, BC V6J 0C7",Cooling Tower,Active,6/14/2025,N,11/19/2024,0,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1514989,49.263504],""type"":""Point""}",Kitsilano,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00823,"49.263504, -123.1514989"
OP-2020-00825,"768 SEYMOUR STREET, Vancouver, BC V6B 3K9",Cooling Tower,Active,6/14/2025,N,1/8/2025,4,blue,,,,,,,,,1001342,"{""coordinates"":[-123.1178815,49.2809952],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00825,"49.2809952, -123.1178815"
OP-2020-00843,"2290 CAMBIE STREET, Vancouver, BC",Cooling Tower,Active,8/11/2025,N,1/3/2025,0,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1137601,49.2652935],""type"":""Point""}",Mount Pleasant,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00843,"49.2652935, -123.1137601"
OP-2020-00824,"475 W GEORGIA STREET, Vancouver, BC V6B 4M9",Cooling Tower,Inactive,11/22/2025,N,11/29/2024,0,blue,,,,,,,,,50103,"{""coordinates"":[-123.1156997,49.2811621],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00824,"49.2811621, -123.1156997"
OP-2020-00828,"5665 BOUNDARY ROAD, Vancouver, BC V5R 0E4",Decorative Water Feature,Inactive,6/14/2025,N,12/16/2024,,blue,,,,,,,,,1001364,"{""coordinates"":[-123.0241869,49.2335482],""type"":""Point""}",Renfrew-Collingwood,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00828,"49.2335482, -123.0241869"
OP-2020-00829,"624 VICTORIA DRIVE, Vancouver, BC V5L 4E4",Cooling Tower,Inactive,6/14/2025,N,11/20/2024,,blue,,,,,,,,,1001342,"{""coordinates"":[-123.0651305,49.2788984],""type"":""Point""}",Grandview-Woodland,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00829,"49.2788984, -123.0651305"
OP-2020-00830,"2212 W 10TH AVENUE, Vancouver, BC V6K 2H8",Cooling Tower,Active,6/14/2025,N,2/11/2025,0,blue,,,,,,,,,1001342,"{""coordinates"":[-123.1555908,49.2626392],""type"":""Point""}",Kitsilano,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00830,"49.2626392, -123.1555908"
OP-2020-00863,"895 W 10TH AVENUE, Vancouver, BC V5Z 1L7",Cooling Tower,Inactive,6/24/2025,N,11/4/2024,,blue,,,,,,,,,1001128,"{""coordinates"":[-123.12376,49.2626601],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00863,"49.2626601, -123.12376"
OP-2020-00840,"800 GRIFFITHS WAY #levels 6 & below , Vancouver, BC V6B 6G1",Cooling Tower,Active,2/15/2026,N,2/13/2025,0,blue,,,,,,,,,1001332,,,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00840,
OP-2020-00860,"199 KEEFER PLACE, Vancouver, BC V6B 0J1",Decorative Water Feature,Inactive,6/23/2025,N,11/4/2024,,blue,,,,,,,,,1001332,"{""coordinates"":[-123.1084959,49.2794382],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00860,"49.2794382, -123.1084959"
OP-2020-00874,"564 BEATTY STREET, Vancouver, BC V6B 2L3",Cooling Tower,Inactive,7/1/2025,N,10/25/2024,,blue,,,,,,,,,1001479,"{""coordinates"":[-123.1096811,49.2800464],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00874,"49.2800464, -123.1096811"
OP-2020-00871,"2150 W BROADWAY, Vancouver, BC V6K 4L9",Cooling Tower,Inactive,6/30/2025,N,10/4/2024,0,blue,,,,,,,,,ASSE 50103,"{""coordinates"":[-123.154107,49.2635368],""type"":""Point""}",Kitsilano,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00871,"49.2635368, -123.154107"
OP-2020-00879,"1690 W 8TH AVENUE, Vancouver, BC V6J 0B1",Decorative Water Feature,Active,7/6/2025,N,12/24/2024,0,blue,,,,,,,,,1001364,"{""coordinates"":[-123.1429318,49.2643134],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00879,"49.2643134, -123.1429318"
OP-2020-00945,"830 MALKIN AVENUE, Vancouver, BC V6A 2K2",Cooling Tower,Active,7/16/2025,N,2/7/2025,0,blue,,,,,,,,,1001336,"{""coordinates"":[-123.0873013,49.2740224],""type"":""Point""}",Strathcona,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00945,"49.2740224, -123.0873013"
OP-2020-00960,"1717 BAYSHORE DRIVE, Vancouver, BC V6G 3H3",Cooling Tower,Inactive,7/21/2025,N,12/16/2024,,blue,,,,,,,,,59863,"{""coordinates"":[-123.1320116,49.2929545],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00960,"49.2929545, -123.1320116"
OP-2020-01010,"2910 E PENDER STREET, Vancouver, BC V5K 2C3",Building Water Treatment System,Active,8/4/2025,N,,,blue,,,,,,,,,1001356,"{""coordinates"":[-123.0436977,49.2798809],""type"":""Point""}",Hastings-Sunrise,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01010,"49.2798809, -123.0436977"
OP-2020-00993,"1601 BAYSHORE DRIVE, Vancouver, BC V6G 2V4",Decorative Water Feature,Active,7/31/2025,N,1/17/2025,0,blue,,,,,,,,,1001365,"{""coordinates"":[-123.1292267,49.2924212],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00993,"49.2924212, -123.1292267"
OP-2020-01032,"458 W 63RD AVENUE, Vancouver, BC V5X 2K2",Decorative Water Feature,Inactive,8/9/2025,N,10/11/2022,0,blue,,,,,,,,,1001216,"{""coordinates"":[-123.1162606,49.213157],""type"":""Point""}",Marpole,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01032,"49.213157, -123.1162606"
OP-2020-01041,"700 HAMILTON STREET, Vancouver, BC V6B 2R5",Cooling Tower,Active,8/12/2025,N,1/24/2025,0,blue,,,,,,,,,1001823,"{""coordinates"":[-123.1146353,49.279053],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01041,"49.279053, -123.1146353"
OP-2020-01036,"2290 CAMBIE STREET, Vancouver, BC",Decorative Water Feature,Active,8/11/2025,N,10/18/2024,0,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1137601,49.2652935],""type"":""Point""}",Mount Pleasant,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01036,"49.2652935, -123.1137601"
OP-2020-01057,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8",Cooling Tower,Active,1/15/2026,N,2/6/2025,0,blue,,,,,,,,,1001342,"{""coordinates"":[-123.117746,49.2833965],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01057,"49.2833965, -123.117746"
OP-2020-01069,"2628 ASH STREET, Vancouver, BC V5Z 4L2",Decorative Water Feature,Inactive,8/20/2025,N,11/1/2024,,blue,,,,,,,,,1001364,"{""coordinates"":[-123.1170439,49.2617513],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01069,"49.2617513, -123.1170439"
OP-2020-01060,"161 W GEORGIA STREET, Vancouver, BC V6B 0K9",Decorative Water Feature,Active,1/27/2026,N,1/23/2025,0,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1115585,49.2788086],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01060,"49.2788086, -123.1115585"
OP-2020-01066,"1275 PACIFIC STREET, Vancouver, BC V6E 1T6",Decorative Water Feature,Active,8/19/2025,N,2/13/2025,0,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1368911,49.2802761],""type"":""Point""}",West End,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01066,"49.2802761, -123.1368911"
OP-2020-01090,"2083 ALMA STREET, Vancouver, BC V6R 4N6",Cooling Tower,Inactive,8/29/2025,N,12/20/2024,,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1863822,49.2681931],""type"":""Point""}",West Point Grey,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01090,"49.2681931, -123.1863822"
OP-2020-01093,"2475 W 4TH AVENUE, Vancouver, BC",Building Water Treatment System,Active,8/30/2025,N,,,blue,,,,,,,,,1001356,"{""coordinates"":[-123.1618584,49.2683383],""type"":""Point""}",Kitsilano,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01093,"49.2683383, -123.1618584"
OP-2020-01104,"3766 W 7TH AVENUE, Vancouver, BC V6R 1W8",Decorative Water Feature,Inactive,9/7/2025,N,9/16/2024,,blue,,,,,,,,,1001364,"{""coordinates"":[-123.1871955,49.2656563],""type"":""Point""}",West Point Grey,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01104,"49.2656563, -123.1871955"
OP-2020-01073,"485 W 8TH AVENUE, Vancouver, BC V5Y 3Z5",Cooling Tower,Inactive,2/8/2026,N,11/14/2024,0,blue,,,,,,,,,50103,"{""coordinates"":[-123.1137892,49.2643845],""type"":""Point""}",Mount Pleasant,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01073,"49.2643845, -123.1137892"
OP-2020-01116,"815 HORNBY STREET, Vancouver, BC V6Z 2E6",Cooling Tower,Inactive,9/13/2025,N,10/1/2024,0,blue,,,,,,,,,1001479,"{""coordinates"":[-123.1224143,49.2825843],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01116,"49.2825843, -123.1224143"
OP-2020-01126,"455 SW MARINE DRIVE, Vancouver, BC V1V 1V1",Decorative Water Feature,Inactive,1/27/2026,N,12/4/2024,,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1155121,49.2112669],""type"":""Point""}",Marpole,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01126,"49.2112669, -123.1155121"
OP-2020-01139,"1560 HOMER MEWS, Vancouver, BC V6Z 0A5",Cooling Tower,Inactive,9/22/2025,N,10/16/2024,,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1268815,49.271039],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01139,"49.271039, -123.1268815"
OP-2020-01146,"402 W PENDER STREET, Vancouver, BC V6B 1T6",Cooling Tower,Inactive,9/23/2025,N,10/25/2024,,blue,,,,,,,,,1001479,"{""coordinates"":[-123.1123215,49.2826661],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01146,"49.2826661, -123.1123215"
OP-2020-01170,"1009 HARWOOD STREET, Vancouver, BC V6E 0C2",Cooling Tower,Inactive,10/5/2025,N,11/26/2024,,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1313109,49.2780653],""type"":""Point""}",West End,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01170,"49.2780653, -123.1313109"
OP-2020-01288,"555 W HASTINGS STREET, Vancouver, BC V6B 1M1",Cooling Tower,Inactive,10/21/2025,N,10/24/2024,,blue,,,,,,,,,1001342,"{""coordinates"":[-123.1118936,49.2846812],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01288,"49.2846812, -123.1118936"
OP-2020-01320,"1009 EXPO BOULEVARD, Vancouver, BC V6Z 2V9",Decorative Water Feature,Inactive,11/3/2025,N,10/28/2024,,blue,,,,,,,,,1001354,"{""coordinates"":[-123.1177475,49.275191],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01320,"49.275191, -123.1177475"
OP-2020-01312,"131 WATER STREET, Vancouver, BC V6B 1A7",Cooling Tower,Inactive,10/27/2025,N,10/1/2023,,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1072984,49.284315],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01312,"49.284315, -123.1072984"
OP-2020-01327,"1925 ALBERNI STREET, Vancouver, BC V6G 0A3",Decorative Water Feature,Inactive,7/6/2025,N,10/11/2024,,blue,,,,,,,,,1001618,"{""coordinates"":[-123.1363846,49.2938182],""type"":""Point""}",West End,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01327,"49.2938182, -123.1363846"
OP-2020-01332,"910 MAINLAND STREET, Vancouver, BC V6B 1A9",Cooling Tower,Active,12/9/2025,N,1/7/2025,0,blue,,,,,,,,,1001618,"{""coordinates"":[-123.1177648,49.2769028],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01332,"49.2769028, -123.1177648"
OP-2020-01344,"900 W HASTINGS STREET, Vancouver, BC V6C 1E5",Cooling Tower,Active,1/26/2026,N,2/6/2025,0,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1162627,49.2864734],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01344,"49.2864734, -123.1162627"
OP-2020-01325,"699 CARDERO STREET, Vancouver, BC V6G 3H7",Decorative Water Feature,Inactive,11/22/2025,N,11/4/2024,,blue,,,,,,,,,50103,"{""coordinates"":[-123.1308537,49.2912305],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01325,"49.2912305, -123.1308537"
OP-2020-01326,"675 W HASTINGS STREET, Vancouver, BC V6B 1N2",Cooling Tower,Inactive,11/20/2025,N,10/25/2024,0,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1134158,49.2853975],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01326,"49.2853975, -123.1134158"
OP-2020-01329,"5 E 8TH AVENUE, Vancouver, BC V5T 1R6",Cooling Tower,Active,12/7/2025,N,1/15/2025,0,blue,,,,,,,,,50342,"{""coordinates"":[-123.1046073,49.2640215],""type"":""Point""}",Mount Pleasant,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01329,"49.2640215, -123.1046073"
OP-2020-01335,"220 CAMBIE STREET, Vancouver, BC V6B 2M9",Cooling Tower,Inactive,12/13/2025,N,10/4/2024,,blue,,,,,,,,,,"{""coordinates"":[-123.1086238,49.2839993],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01335,"49.2839993, -123.1086238"
OP-2021-00001,"838 W HASTINGS STREET, Vancouver, BC V6C 1C8",Cooling Tower,Active,2/1/2026,N,2/3/2025,0,blue,,,,,,,,,1001385,"{""coordinates"":[-123.1157214,49.2861166],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00001,"49.2861166, -123.1157214"
OP-2021-00006,"1455 QUEBEC STREET, Vancouver, BC V6A 3Z7",Decorative Water Feature,Active,5/26/2025,N,1/24/2025,0,blue,,,,,,,,,1001336,"{""coordinates"":[-123.1033815,49.2737526],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00006,"49.2737526, -123.1033815"
OP-2021-00007,"1455 QUEBEC STREET, Vancouver, BC V6A 3Z7",Decorative Water Feature,Inactive,5/26/2025,N,11/13/2024,0,blue,,,,,,,,,1001336,"{""coordinates"":[-123.1033815,49.2737526],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00007,"49.2737526, -123.1033815"
OP-2021-00017,"6508 KNIGHT STREET, Vancouver, BC V5P 2W2",Decorative Water Feature,Inactive,1/15/2025,N,3/21/2022,,blue,,,,,,,,,,"{""coordinates"":[-123.0769908,49.2250386],""type"":""Point""}",Victoria-Fraserview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00017,"49.2250386, -123.0769908"
OP-2021-00030,"222 MAIN STREET, Vancouver, BC",Cooling Tower,Active,11/30/2025,Y,,,grey,,,,,,,,,157707,"{""coordinates"":[-123.0996592,49.2829572],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00030,"49.2829572, -123.0996592"
OP-2021-00052,"801 W GEORGIA STREET, Vancouver, BC V6C 1P7",Decorative Water Feature,Inactive,2/22/2026,N,1/4/2024,,blue,,,,,,,,,1001336,"{""coordinates"":[-123.1188846,49.2836521],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00052,"49.2836521, -123.1188846"
OP-2021-00112,"1600 HOWE STREET, Vancouver, BC V6Z 2L9",Decorative Water Feature,Inactive,5/2/2025,N,2/18/2022,,blue,,,,,,,,,,"{""coordinates"":[-123.1326045,49.2738123],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00112,"49.2738123, -123.1326045"
OP-2021-00019,"900 W GEORGIA STREET, Vancouver, BC",Cooling Tower,Inactive,1/18/2026,N,11/7/2024,0,blue,,,,,,,,,1001342,"{""coordinates"":[-123.1211068,49.2837204],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00019,"49.2837204, -123.1211068"
